,Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
23661,70, Assoc-voc,11, Married-civ-spouse, Husband, Male,9386.0,50
23662,37, HS-grad,9, Divorced, Unmarried, Female,,37
23663,45, HS-grad,9, Married-civ-spouse, Husband, Male,,46
23664,56, HS-grad,9, Married-civ-spouse, Husband, Male,,55
23677,72, 9th,5, Widowed, Unmarried, Female,,20
23679,19, Some-college,10, Never-married, Other-relative,,,25
23681,56, Some-college,10, Married-civ-spouse, Husband,,,50
23682,42, Masters,14, Never-married, Not-in-family, Female,8614.0,50
23683,58, Bachelors,13, Divorced, Unmarried,,0.0,35
23685,41,,11, Married-civ-spouse, Wife, Female,0.0,38
23686,40, 10th,6, Married-civ-spouse, Husband, Male,,40
23688,25, Assoc-acdm,12, Divorced, Unmarried, Female,,40
23697,25, HS-grad,9, Never-married, Unmarried, Female,0.0,46
23699,34, HS-grad,9, Separated, Unmarried, Female,,20
23700,27, HS-grad,9, Married-civ-spouse, Husband, Male,2580.0,45
23701,32, Bachelors,13, Married-civ-spouse, Husband,,,50
23702,33, Some-college,10, Married-spouse-absent, Not-in-family, Male,0.0,40
23703,38, Bachelors,13, Divorced, Not-in-family,,0.0,55
23707,32, Some-college,10, Never-married, Not-in-family, Male,,30
23714,39, Some-college,10, Divorced, Unmarried,,0.0,39
23715,25, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,50
23718,50, Some-college,10, Divorced, Not-in-family, Male,,40
23721,27, Bachelors,13, Never-married, Not-in-family, Male,13550.0,40
23722,58, 5th-6th,3, Married-civ-spouse, Husband,,0.0,40
23723,25, Some-college,10, Never-married, Own-child, Male,,15
23724,31, HS-grad,9, Married-civ-spouse, Wife,,0.0,40
23727,22, Assoc-voc,11, Never-married, Own-child,,0.0,12
23728,44, Assoc-acdm,12, Separated, Not-in-family, Male,0.0,40
23730,44, 12th,8, Divorced, Not-in-family, Female,0.0,40
23731,61, 7th-8th,4, Married-civ-spouse, Husband,,0.0,54
23736,32, Doctorate,16, Married-civ-spouse, Husband, Male,,65
23742,67, HS-grad,9, Divorced, Not-in-family,,0.0,20
23743,19, HS-grad,9, Never-married, Unmarried, Female,,30
23745,48, 10th,6, Married-civ-spouse, Husband, Male,0.0,65
23749,31, Doctorate,16, Married-civ-spouse, Wife, Female,0.0,90
23750,65, Some-college,10, Married-civ-spouse, Wife,,0.0,45
23757,27, Some-college,10, Never-married, Not-in-family, Male,,45
23763,40, Masters,14, Never-married, Not-in-family,,,40
23764,48, HS-grad,9, Divorced, Not-in-family, Female,,30
23766,18, HS-grad,9, Never-married, Own-child, Male,,20
23769,51, Some-college,10, Married-civ-spouse, Husband, Male,,48
23771,20, HS-grad,9, Never-married, Own-child, Male,,35
23773,42, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,60
23776,19, Some-college,10, Never-married, Unmarried, Female,2036.0,30
23777,47, Some-college,10, Divorced, Not-in-family, Female,0.0,48
23778,68, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,30
23780,34, HS-grad,9, Never-married, Not-in-family, Male,0.0,60
23781,49, 7th-8th,4, Married-civ-spouse, Husband, Male,,40
23783,60, Some-college,10, Married-civ-spouse, Husband, Male,7298.0,40
23785,24, Bachelors,13, Never-married, Not-in-family,,,40
23786,18,,10, Never-married, Own-child, Female,0.0,35
23795,31, HS-grad,9, Divorced, Unmarried, Female,0.0,25
23798,51, HS-grad,9, Never-married, Own-child, Female,0.0,40
23799,29, Assoc-voc,11, Divorced, Not-in-family, Female,,40
23801,46,,13, Separated, Unmarried, Female,,40
23802,41, Some-college,10, Separated, Own-child, Female,0.0,40
23803,29, 5th-6th,3, Never-married, Other-relative, Female,0.0,40
23808,47, 11th,7, Divorced, Unmarried, Female,,40
23820,36, 11th,7, Widowed, Unmarried, Female,0.0,12
23826,28, Bachelors,13, Never-married, Own-child, Female,0.0,15
23827,27, 12th,8, Married-civ-spouse, Own-child, Male,,55
23832,27, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,40
23834,49, HS-grad,9, Widowed, Not-in-family, Female,0.0,45
23838,32, HS-grad,9, Divorced, Unmarried, Male,0.0,35
23839,36, Assoc-acdm,12, Never-married, Not-in-family, Male,10520.0,43
23843,26, 12th,8, Married-civ-spouse, Husband, Male,0.0,40
23844,50, Bachelors,13, Married-civ-spouse, Husband,,0.0,50
23845,47, Some-college,10, Married-civ-spouse, Husband,,,40
23848,43, HS-grad,9, Separated, Not-in-family, Female,0.0,32
23850,37, 10th,6, Divorced, Unmarried, Female,0.0,35
23852,29, Bachelors,13, Married-civ-spouse, Husband,,0.0,50
23859,25, Bachelors,13, Never-married, Not-in-family, Male,3325.0,40
23862,32, HS-grad,9, Never-married, Unmarried, Male,0.0,10
23863,24, Some-college,10, Married-civ-spouse, Husband,,,60
23866,28, 11th,7, Married-spouse-absent, Unmarried,,0.0,35
23868,77, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,40
23869,47, HS-grad,9, Divorced, Unmarried, Female,0.0,20
23873,40, Doctorate,16, Married-civ-spouse, Husband, Male,0.0,45
23875,19, 7th-8th,4, Married-civ-spouse, Own-child, Male,,45
23881,17, 12th,8, Never-married, Own-child, Female,0.0,20
23885,40,,9, Divorced, Unmarried, Female,0.0,40
23886,27, Some-college,10, Married-civ-spouse, Husband, Male,,40
23888,58, 11th,7, Widowed, Not-in-family, Female,0.0,40
23889,61, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,45
23890,42, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,35
23893,43,,9, Divorced, Not-in-family, Female,0.0,40
23894,46, Bachelors,13, Divorced, Unmarried, Male,0.0,40
23895,28, HS-grad,9, Married-civ-spouse, Husband,,0.0,45
23898,57, Some-college,10, Married-spouse-absent, Not-in-family, Male,0.0,40
23899,47, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,38
23901,40, HS-grad,9, Married-civ-spouse, Wife,,0.0,45
23904,30, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,60
23906,49, HS-grad,9, Never-married, Unmarried,,1506.0,40
23908,22, Some-college,10, Never-married, Not-in-family, Male,0.0,45
23909,22, 11th,7, Never-married, Own-child, Female,0.0,30
23910,50, 10th,6, Separated, Not-in-family, Female,0.0,47
23914,73, 9th,5, Widowed, Unmarried, Female,0.0,9
23921,29, 5th-6th,3, Married-civ-spouse, Husband, Male,0.0,40
23922,24, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,40
23925,41, Bachelors,13, Divorced, Unmarried, Female,0.0,90
23927,27, 5th-6th,3, Never-married, Unmarried,,0.0,50
23928,50, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,45
23929,25, 1st-4th,2, Never-married, Not-in-family, Male,0.0,24
23930,42, Bachelors,13, Divorced, Unmarried,,0.0,45
23932,62, Some-college,10, Married-civ-spouse, Husband, Male,0.0,60
23933,71, Assoc-voc,11, Never-married, Not-in-family, Female,,40
23934,38, Bachelors,13, Divorced, Not-in-family, Male,0.0,55
23935,44, HS-grad,9, Married-spouse-absent, Unmarried, Female,0.0,40
23940,26, Bachelors,13, Never-married, Not-in-family, Female,,55
23942,43, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,50
23944,23, 10th,6, Never-married, Own-child,,0.0,44
23948,77, HS-grad,9, Widowed, Not-in-family, Female,0.0,32
23952,59, Doctorate,16, Married-civ-spouse, Husband,,,45
23955,31, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,48
23963,29, HS-grad,9, Never-married, Unmarried,,0.0,38
23965,36,,14, Married-civ-spouse, Husband, Male,0.0,50
23966,19, Some-college,10, Never-married, Own-child, Male,594.0,40
23967,46, HS-grad,9, Married-civ-spouse, Wife, Female,,28
23968,42, Masters,14, Married-civ-spouse, Wife, Female,0.0,45
23969,29, Some-college,10, Never-married, Not-in-family, Female,,40
23970,42, Bachelors,13, Married-civ-spouse, Husband,,,40
23971,29, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,40
23972,47, Masters,14, Divorced, Unmarried, Female,0.0,40
23973,37, 11th,7, Married-civ-spouse, Husband,,0.0,40
23975,46, Bachelors,13, Divorced, Unmarried, Female,,35
23977,36, Some-college,10, Married-civ-spouse, Husband, Male,0.0,56
23978,39, HS-grad,9, Divorced, Own-child, Female,0.0,40
23982,35, Bachelors,13, Never-married, Not-in-family, Female,0.0,50
23983,59, Bachelors,13, Married-civ-spouse, Husband,,0.0,48
23984,21,,10, Never-married, Own-child, Female,0.0,60
23985,22, Assoc-acdm,12, Never-married, Own-child, Female,0.0,16
23986,31, Some-college,10, Married-civ-spouse, Husband,,,50
23987,40, Bachelors,13, Married-civ-spouse, Husband, Male,,50
23991,62, Assoc-voc,11, Divorced, Not-in-family, Male,0.0,40
23992,43, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,35
23996,42, HS-grad,9, Separated, Unmarried, Female,0.0,25
24000,19, 11th,7, Never-married, Own-child, Female,0.0,32
24002,41, HS-grad,9, Divorced, Unmarried,,0.0,50
24004,51, HS-grad,9, Separated, Unmarried, Female,0.0,40
24005,49, HS-grad,9, Divorced, Not-in-family, Male,0.0,90
24007,25, Some-college,10, Never-married, Not-in-family, Male,8614.0,40
24011,21, 11th,7, Never-married, Own-child, Female,0.0,35
24016,19, HS-grad,9, Never-married, Own-child, Male,0.0,28
24020,27, HS-grad,9, Never-married, Own-child, Male,,22
24021,53, Prof-school,15, Never-married, Not-in-family, Female,0.0,40
24024,34, Assoc-voc,11, Married-civ-spouse, Wife, Female,,18
24027,86, Masters,14, Never-married, Not-in-family, Female,0.0,40
24028,49,,11, Married-civ-spouse, Wife, Female,15024.0,60
24030,47, Some-college,10, Married-spouse-absent, Unmarried, Female,0.0,35
24035,60, Some-college,10, Married-civ-spouse, Husband, Male,0.0,65
24036,46, Some-college,10, Married-civ-spouse, Husband, Male,4386.0,38
24038,28, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,70
24039,26, 10th,6, Never-married, Not-in-family,,0.0,55
24041,59, Some-college,10, Divorced, Unmarried, Male,,40
24044,51, Some-college,10, Divorced, Not-in-family, Female,0.0,45
24046,39, 7th-8th,4, Married-spouse-absent, Unmarried, Female,,40
24049,32, Masters,14, Married-civ-spouse, Husband, Male,0.0,60
24050,24, Assoc-acdm,12, Married-civ-spouse, Wife,,0.0,40
24052,62, HS-grad,9, Married-civ-spouse, Husband, Male,,20
24057,49, Some-college,10, Divorced, Not-in-family, Female,0.0,35
24058,18, 10th,6, Never-married, Not-in-family, Male,0.0,20
24061,54, HS-grad,9, Married-civ-spouse, Wife, Female,,40
24063,61, 10th,6, Married-civ-spouse, Husband, Male,0.0,50
24068,30, Some-college,10, Married-civ-spouse, Other-relative, Male,0.0,40
24069,22, HS-grad,9, Never-married, Own-child, Male,2907.0,40
24070,33, Some-college,10, Divorced, Not-in-family, Female,,52
24076,35, Bachelors,13, Never-married, Not-in-family,,0.0,55
24077,23, Some-college,10, Never-married, Own-child, Female,,30
24085,26, Bachelors,13, Never-married, Own-child, Male,2463.0,35
24087,40, Some-college,10, Divorced, Unmarried, Female,1831.0,30
24091,25, Bachelors,13, Never-married, Not-in-family, Female,3325.0,40
24098,23, 12th,8, Never-married, Unmarried, Male,0.0,40
24099,23, 7th-8th,4, Never-married, Not-in-family, Male,0.0,40
24100,52,,11, Married-civ-spouse, Husband, Male,15024.0,40
24103,58, HS-grad,9, Married-civ-spouse, Husband,,0.0,40
24104,61, HS-grad,9, Married-civ-spouse, Husband,,0.0,45
24105,39, Bachelors,13, Married-civ-spouse, Husband, Male,99999.0,70
24108,41, Bachelors,13, Divorced, Not-in-family,,0.0,50
24110,19, 11th,7, Never-married, Other-relative, Male,0.0,10
24112,59, Assoc-acdm,12, Widowed, Unmarried, Female,0.0,40
24113,37,,9, Married-civ-spouse, Husband, Male,3103.0,45
24114,31, 12th,8, Married-civ-spouse, Husband, Male,0.0,43
24115,18, 11th,7, Never-married, Not-in-family, Male,,40
24117,28, HS-grad,9, Never-married, Not-in-family, Male,0.0,60
24118,28, Some-college,10, Never-married, Own-child, Female,0.0,30
24121,19, HS-grad,9, Never-married, Own-child,,0.0,20
24122,43, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,40
24123,28, HS-grad,9, Married-civ-spouse, Husband, Male,15024.0,40
24124,41, Some-college,10, Divorced, Not-in-family, Female,0.0,24
24125,50, Masters,14, Married-civ-spouse, Husband, Male,0.0,65
24126,46,,13, Divorced, Not-in-family, Male,0.0,40
24128,45,,13, Married-civ-spouse, Husband, Male,0.0,60
24129,28, Some-college,10, Never-married, Not-in-family, Female,,50
24130,37, Some-college,10, Married-civ-spouse, Wife, Female,,40
24134,38, Bachelors,13, Married-civ-spouse, Wife,,0.0,50
24135,25, 11th,7, Never-married, Own-child, Male,0.0,45
24138,56, Some-college,10, Widowed, Unmarried, Female,,38
24142,47, Some-college,10, Married-civ-spouse, Husband,,0.0,65
24143,40,,9, Never-married, Not-in-family, Male,6849.0,43
24146,52, HS-grad,9, Never-married, Not-in-family, Male,0.0,40
24147,62, Doctorate,16, Divorced, Unmarried, Male,15020.0,50
24148,46, 11th,7, Married-civ-spouse, Husband, Male,0.0,45
24151,29, HS-grad,9, Married-spouse-absent, Own-child, Female,0.0,40
24152,21, 10th,6, Married-civ-spouse, Husband, Male,,40
24153,35, HS-grad,9, Separated, Not-in-family, Male,0.0,50
24157,34, Some-college,10, Divorced, Not-in-family,,0.0,60
24158,21, Assoc-voc,11, Never-married, Not-in-family, Male,0.0,30
24163,47,,13, Never-married, Not-in-family, Male,0.0,40
24166,46, Bachelors,13, Married-civ-spouse, Husband, Male,15024.0,40
24172,77, HS-grad,9, Widowed, Not-in-family, Female,,10
24175,54, Preschool,1, Married-civ-spouse, Husband, Male,0.0,40
24177,32, Some-college,10, Married-civ-spouse, Husband, Male,,50
24184,38, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,42
24185,47, Bachelors,13, Widowed, Unmarried,,6497.0,40
24187,38, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,55
24192,34, HS-grad,9, Never-married, Own-child, Male,0.0,50
24200,32, Bachelors,13, Married-civ-spouse, Husband, Male,99999.0,50
24203,39, Prof-school,15, Never-married, Not-in-family, Female,14084.0,35
24204,39, Some-college,10, Never-married, Not-in-family, Male,0.0,40
24205,69, Bachelors,13, Widowed, Not-in-family, Female,2346.0,15
24206,43, HS-grad,9, Married-civ-spouse, Wife, Female,,35
24207,39, Assoc-voc,11, Married-civ-spouse, Husband, Male,,48
24211,75, Some-college,10, Widowed, Not-in-family, Female,0.0,8
24214,20, 11th,7, Never-married, Own-child,,594.0,20
24217,28, HS-grad,9, Separated, Other-relative,,0.0,40
24221,41, Some-college,10, Never-married, Not-in-family, Female,0.0,40
24222,58, HS-grad,9, Divorced, Unmarried, Female,0.0,40
24224,26, HS-grad,9, Married-civ-spouse, Husband, Male,,65
24225,29, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,45
24226,45, Masters,14, Never-married, Not-in-family, Female,0.0,40
24236,37, Assoc-voc,11, Married-civ-spouse, Husband, Male,,43
24240,62, 7th-8th,4, Divorced, Unmarried, Female,0.0,38
24243,21, HS-grad,9, Never-married, Other-relative, Male,,40
24244,32, Some-college,10, Never-married, Own-child, Male,0.0,35
24248,57, 11th,7, Married-civ-spouse, Husband, Male,0.0,40
24251,34, HS-grad,9, Divorced, Unmarried, Female,0.0,36
24253,44, Some-college,10, Married-civ-spouse, Husband, Male,0.0,48
24254,66,,4, Married-civ-spouse, Husband, Male,0.0,40
24258,36, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,50
24259,61, 9th,5, Married-civ-spouse, Husband, Male,0.0,40
24263,27, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,8
24266,56, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,26
24267,36, Some-college,10, Separated, Not-in-family, Male,0.0,60
24269,28, 10th,6, Never-married, Unmarried, Male,0.0,30
24272,31, Some-college,10, Married-civ-spouse, Husband, Male,7298.0,50
24273,21, Assoc-acdm,12, Never-married, Own-child, Female,0.0,40
24275,26, HS-grad,9, Widowed, Not-in-family,,,40
24276,21, Some-college,10, Never-married, Not-in-family, Male,,50
24278,33, HS-grad,9, Divorced, Unmarried, Female,0.0,32
24283,19, Some-college,10, Divorced, Own-child, Female,0.0,40
24285,41, Some-college,10, Married-civ-spouse, Husband, Male,99999.0,50
24286,55, 10th,6, Married-civ-spouse, Husband, Male,2580.0,40
24288,33, HS-grad,9, Never-married, Not-in-family, Male,0.0,45
24292,29, HS-grad,9, Separated, Own-child,,0.0,40
24295,31, Bachelors,13, Divorced, Not-in-family,,99999.0,70
24296,54, 5th-6th,3, Married-spouse-absent, Unmarried, Female,0.0,30
24297,32, Assoc-acdm,12, Separated, Unmarried, Female,,50
24298,56, HS-grad,9, Widowed, Not-in-family, Female,,40
24301,48, HS-grad,9, Divorced, Not-in-family, Female,,40
24305,32, Assoc-acdm,12, Divorced, Not-in-family, Male,2597.0,48
24306,51, Bachelors,13, Married-civ-spouse, Husband, Male,,40
24307,42, HS-grad,9, Never-married, Other-relative, Female,0.0,40
24309,31, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,60
24314,65, HS-grad,9, Widowed, Not-in-family, Female,,20
24315,53, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,52
24316,56, Some-college,10, Married-civ-spouse, Husband, Male,0.0,60
24321,47, HS-grad,9, Divorced, Not-in-family,,8614.0,44
24322,22, Assoc-acdm,12, Married-civ-spouse, Wife, Female,0.0,40
24323,53, Some-college,10, Separated, Not-in-family, Male,0.0,45
24328,52, 7th-8th,4, Never-married, Own-child, Female,0.0,7
24332,41, Some-college,10, Divorced, Not-in-family, Male,0.0,21
24333,38, Some-college,10, Divorced, Unmarried, Male,0.0,60
24340,25, HS-grad,9, Never-married, Own-child, Male,,24
24341,47, HS-grad,9, Separated, Not-in-family, Female,0.0,40
24343,55,,9, Married-civ-spouse, Husband,,0.0,40
24345,40, HS-grad,9, Divorced, Own-child,,0.0,40
24347,38, HS-grad,9, Separated, Unmarried, Female,0.0,10
24349,45, Assoc-acdm,12, Divorced, Not-in-family, Female,0.0,55
24350,43, Assoc-acdm,12, Never-married, Own-child, Male,0.0,40
24352,18, Some-college,10, Never-married, Own-child, Female,,20
24353,27, Masters,14, Never-married, Not-in-family,,0.0,40
24355,38, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,60
24356,67, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
24357,26, 11th,7, Separated, Unmarried, Female,0.0,20
24362,29, Bachelors,13, Married-civ-spouse, Husband,,0.0,40
24364,32, Assoc-acdm,12, Married-civ-spouse, Husband,,0.0,45
24369,51, 7th-8th,4, Never-married, Own-child, Male,0.0,19
24370,62, Some-college,10, Married-civ-spouse, Husband, Male,0.0,20
24371,54, 10th,6, Married-civ-spouse, Husband, Male,,60
24372,55, HS-grad,9, Separated, Not-in-family,,,16
24373,24, HS-grad,9, Never-married, Not-in-family, Male,0.0,20
24374,27, Masters,14, Never-married, Own-child,,0.0,45
24375,18, HS-grad,9, Never-married, Own-child, Male,0.0,30
24376,22, Bachelors,13, Never-married, Not-in-family, Female,,40
24388,37,,10, Separated, Not-in-family,,0.0,35
24389,43, Some-college,10, Divorced, Own-child, Female,0.0,40
24391,17, 10th,6, Never-married, Own-child, Female,0.0,25
24393,23, Bachelors,13, Never-married, Not-in-family, Female,0.0,38
24394,28, Bachelors,13, Married-civ-spouse, Husband,,0.0,40
24403,24, Some-college,10, Never-married, Own-child, Female,0.0,17
24406,31, Assoc-acdm,12, Never-married, Own-child,,0.0,40
24408,39, Bachelors,13, Never-married, Own-child, Female,0.0,35
24410,38,,9, Never-married, Unmarried, Female,0.0,24
24411,48, HS-grad,9, Divorced, Not-in-family, Female,0.0,20
24412,60, 10th,6, Widowed, Not-in-family, Female,,40
24414,20, HS-grad,9, Never-married, Other-relative,,,40
24418,23, Some-college,10, Never-married, Other-relative, Male,0.0,22
24420,43, 10th,6, Never-married, Not-in-family,,0.0,40
24421,50, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,32
24422,58, 1st-4th,2, Separated, Not-in-family, Male,0.0,50
24424,29,,13, Married-civ-spouse, Husband, Male,,45
24425,47, Some-college,10, Divorced, Not-in-family, Female,0.0,40
24428,27, HS-grad,9, Never-married, Not-in-family,,0.0,60
24431,25, HS-grad,9, Never-married, Not-in-family, Male,0.0,65
24432,31, HS-grad,9, Married-civ-spouse, Husband, Male,,52
24434,42, Doctorate,16, Never-married, Not-in-family, Male,0.0,50
24437,31, Some-college,10, Separated, Unmarried, Female,0.0,50
24439,58, HS-grad,9, Never-married, Unmarried, Female,,40
24446,39,,13, Never-married, Not-in-family, Female,0.0,40
24450,35, Bachelors,13, Married-civ-spouse, Husband, Male,,45
24454,38, Bachelors,13, Married-civ-spouse, Husband, Male,5178.0,40
24455,26, Assoc-acdm,12, Separated, Not-in-family,,,40
24462,31, 11th,7, Never-married, Unmarried, Female,0.0,48
24463,29, HS-grad,9, Separated, Unmarried,,0.0,25
24464,39,,9, Never-married, Unmarried, Female,0.0,40
24465,42,,14, Married-civ-spouse, Husband, Male,15024.0,50
24466,26, HS-grad,9, Divorced, Unmarried,,0.0,35
24467,27,,11, Never-married, Own-child, Male,0.0,40
24468,52, 9th,5, Widowed, Unmarried,,0.0,40
24473,61, 7th-8th,4, Widowed, Not-in-family, Male,0.0,40
24476,31, Masters,14, Married-civ-spouse, Husband, Male,0.0,40
24479,35, Some-college,10, Separated, Not-in-family, Male,0.0,40
24491,48, 11th,7, Married-civ-spouse, Wife, Female,0.0,40
24492,31, Bachelors,13, Never-married, Not-in-family, Female,0.0,42
24494,30, Some-college,10, Never-married, Not-in-family,,,40
24498,56, 9th,5, Married-civ-spouse, Husband, Male,,40
24501,36, Some-college,10, Separated, Not-in-family, Male,0.0,40
24503,38, 9th,5, Married-civ-spouse, Husband, Male,,40
24507,57, HS-grad,9, Widowed, Not-in-family, Female,0.0,40
24508,33, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,48
24511,68, Some-college,10, Married-civ-spouse, Husband, Male,0.0,55
24512,28, 11th,7, Married-civ-spouse, Wife, Female,0.0,40
24514,30, Prof-school,15, Divorced, Not-in-family,,10520.0,50
24515,18, 11th,7, Never-married, Own-child,,0.0,30
24516,45, Some-college,10, Divorced, Unmarried, Female,0.0,20
24518,38,,13, Never-married, Not-in-family, Female,0.0,8
24519,37,,11, Divorced, Not-in-family,,0.0,40
24526,50, Some-college,10, Married-civ-spouse, Husband, Male,,45
24529,48, 9th,5, Divorced, Not-in-family, Female,0.0,40
24531,46, HS-grad,9, Separated, Unmarried, Female,0.0,50
24536,46, Bachelors,13, Married-civ-spouse, Husband,,0.0,55
24537,50, HS-grad,9, Divorced, Unmarried, Female,0.0,65
24538,32, Bachelors,13, Never-married, Not-in-family,,0.0,30
24539,18, HS-grad,9, Never-married, Own-child, Female,,40
24541,50, Bachelors,13, Divorced, Not-in-family, Male,,45
24542,32, 11th,7, Married-civ-spouse, Husband, Male,0.0,55
24545,46, Assoc-acdm,12, Divorced, Not-in-family, Female,0.0,50
24549,48, Some-college,10, Married-civ-spouse, Husband, Male,0.0,45
24553,30, HS-grad,9, Never-married, Not-in-family, Male,0.0,50
24555,34, HS-grad,9, Married-civ-spouse, Other-relative, Male,0.0,40
24557,53, 10th,6, Divorced, Unmarried, Female,,48
24558,42, Preschool,1, Married-civ-spouse, Husband,,0.0,40
24560,81, Bachelors,13, Widowed, Not-in-family, Male,0.0,50
24562,26, Bachelors,13, Never-married, Own-child, Female,0.0,35
24564,41, HS-grad,9, Never-married, Not-in-family,,0.0,50
24567,46, Bachelors,13, Divorced, Not-in-family, Male,0.0,45
24568,56, Some-college,10, Divorced, Not-in-family, Female,0.0,40
24570,34, Bachelors,13, Separated, Not-in-family, Female,0.0,35
24572,28, 12th,8, Married-civ-spouse, Husband, Male,0.0,45
24573,35, Bachelors,13, Never-married, Not-in-family, Male,,37
24577,45,,9, Married-civ-spouse, Husband, Male,,40
24584,29, Some-college,10, Never-married, Other-relative, Female,0.0,20
24587,17,,6, Never-married, Own-child, Male,0.0,15
24588,52, HS-grad,9, Divorced, Unmarried, Female,,25
24589,24, Some-college,10, Separated, Unmarried, Female,0.0,35
24591,40, Bachelors,13, Never-married, Not-in-family, Female,4650.0,48
24592,32, HS-grad,9, Separated, Not-in-family, Male,0.0,40
24594,30, 7th-8th,4, Never-married, Not-in-family, Male,0.0,38
24598,32, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,64
24602,52, Some-college,10, Married-civ-spouse, Husband,,7298.0,45
24605,49, Bachelors,13, Never-married, Not-in-family, Male,0.0,45
24606,47, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,60
24607,38, 11th,7, Married-civ-spouse, Wife, Female,0.0,32
24610,32, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,50
24611,46, Assoc-voc,11, Never-married, Own-child, Female,0.0,40
24616,41, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,56
24618,32, Bachelors,13, Married-civ-spouse, Husband,,0.0,60
24619,37, 11th,7, Married-spouse-absent, Other-relative, Male,0.0,40
24621,64, HS-grad,9, Married-civ-spouse, Husband, Male,2635.0,40
24624,40, Some-college,10, Divorced, Unmarried, Female,,40
24635,34, HS-grad,9, Divorced, Not-in-family, Male,0.0,42
24637,23, Some-college,10, Never-married, Own-child,,0.0,24
24638,49,,9, Married-civ-spouse, Husband,,99999.0,65
24639,18, HS-grad,9, Never-married, Not-in-family, Male,0.0,25
24640,20,,8, Never-married, Own-child,,0.0,40
24641,54, Masters,14, Married-civ-spouse, Husband, Male,0.0,55
24643,53, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,46
24648,31, Some-college,10, Divorced, Not-in-family, Female,0.0,50
24649,37, Doctorate,16, Separated, Unmarried, Female,0.0,40
24650,64, 12th,8, Married-civ-spouse, Husband,,0.0,40
24652,27, Some-college,10, Divorced, Not-in-family, Male,0.0,50
24656,46, HS-grad,9, Married-civ-spouse, Husband, Male,3464.0,40
24657,24, 11th,7, Never-married, Not-in-family, Male,0.0,35
24659,62,,13, Married-civ-spouse, Husband, Male,,40
24662,47, Masters,14, Married-civ-spouse, Husband, Male,15024.0,40
24663,57, HS-grad,9, Never-married, Own-child, Female,0.0,40
24664,19,,9, Never-married, Own-child, Male,0.0,35
24670,35, HS-grad,9, Married-civ-spouse, Wife, Female,3942.0,35
24672,28, HS-grad,9, Married-civ-spouse, Husband,,0.0,30
24679,31, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,25
24684,40, Bachelors,13, Widowed, Unmarried,,,40
24685,44, Some-college,10, Divorced, Unmarried, Female,0.0,38
24691,46, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,60
24692,33,,10, Separated, Unmarried, Female,0.0,37
24696,46, 9th,5, Married-civ-spouse, Husband, Male,0.0,43
24697,33, HS-grad,9, Never-married, Own-child, Female,0.0,20
24698,32, Preschool,1, Married-civ-spouse, Husband, Male,,40
24705,38, Assoc-voc,11, Married-civ-spouse, Husband,,,40
24706,37, HS-grad,9, Married-civ-spouse, Husband,,0.0,50
24707,49, Some-college,10, Divorced, Unmarried, Female,0.0,40
24709,48, HS-grad,9, Married-civ-spouse, Husband, Male,3103.0,46
24712,25, HS-grad,9, Divorced, Unmarried, Female,0.0,37
24713,68, Bachelors,13, Married-civ-spouse, Husband, Male,20051.0,45
24715,19, 12th,8, Never-married, Own-child, Female,0.0,30
24717,28, HS-grad,9, Divorced, Unmarried, Female,0.0,50
